iteration,ap50,timestamp
7500,34.332932041431306,2026-04-16 20:50:32
15000,42.33825070378279,2026-04-16 22:37:33
22500,50.90145279397124,2026-04-17 00:24:41
30000,54.85208822402052,2026-04-17 02:12:15
37500,57.7241081206181,2026-04-17 04:00:05
45000,57.817383042591395,2026-04-17 05:48:11
