iteration,ap50,timestamp
45000,58.6255542179776,2026-04-18 05:39:40
52500,60.23860408559665,2026-04-18 07:33:41
60000,61.214352669693895,2026-04-18 09:27:32
67500,61.56142058312148,2026-04-18 11:21:06
75000,61.009398763653266,2026-04-18 13:14:49
82500,60.83231364978481,2026-04-18 15:08:33
90000,61.4877479802627,2026-04-18 17:02:18
